rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,url_immoscout
"4,5 Zimmer",No information,CHF 4200.—,CHF 3600.—,3006,Hesseweg 10,Bern,No information,"4.5 Zimmerwohnung mit separatem Studio mit Garten In der Nähe vom Zentrum Paul Klee im Schöngrün in einem wunderschönen Mehrfamilienhaus Quartier vermieten wir per sofort eine atemberaubende Attikawohnung inkl. separatem Studio mit Garten.Im angegebenen Mietpreis sind folgende Objekte inkludiert:Attikawohnung: 4½ Zimmer (140m2)Separates Büro-/Musikzimmer (15m2) mit kleinem Gartensitzplatzprivate Waschküche 12 m2 (Waschmaschine, Tumbler),Hobbyraum 18m2Kellerraum 16m2 mit EinbauschränkenEin Einstellhallenplatz ( Auf Wunsch ein zweiter dazumietbar)Ihre Vorteile:repräsentatives helles Wohn-/Esszimmer mit Marmorbodenvier gedeckte Dachterrassen (zwei verglast)zwei Schlafzimmer mit EinbauschränkenBüro oder KinderzimmerKüche mit viel StauraumGrosses Badezimmer mit viel Stauraum und grosser BadewanneBadezimmer mit Dusche und ToiletteLift mit direktem Zugang in die WohnungAussicht auf die BergeLage:Einkaufszentren innert 8 Minuten zu Fuss erreichbarBushaltestelle Zentrum Paul Klee innert 7 Minuten zu Fuss erreichbarTramstation Ostring innert 7min zu Fuss erreichbarAutobahnanschluss Ostring 1,2 km entferntNaherholungsgebiete Schlosshaldenwald direkt vor der HaustüreWir freuen uns auf Ihre Kontaktaufnahme!",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/attikawohnung-mieten-bern/7094766
"5,5 Zimmer",146 m²,CHF 2950.—,CHF 2700.—,3627,Bernstrasse 266,Heimberg,2012,"Sie wohnen gerne modern und stadtnah? Dann sind Sie hier richtig!5½-ZIMMER-ATTIKAWOHNUNGGrosse Terrasse (ca. 60 m2) mit Sonnenstore, teilweise gedecktModerne Küche mit Steinabdeckung, Backofen und SteamerSpezielle Plattenwand mit Cheminée im WohnbereichBad / Dusche / WCDusche / WCKeramische Platten in NasszellenLangriemen Bodenbeläge ganze WohnungHebeschiebetüre auf TerrasseEinbauschränke im EingangsbereichDiverse EinbauleuchtenDiverse VorhangschienenBodenheizung mit WärmezählerEigene Waschmaschine und Tumbler im AussenréduitKellerabteilLiftanlageEinstellhallenplatz (Fr. 120.00)Haben Sie Interesse? Wir freuen uns auf Ihren Anruf!",True,False,True,False,False,False,False,True,True,https://www.immoscout24.ch/de/d/attikawohnung-mieten-heimberg/7094457
"3,5 Zimmer",101 m²,CHF 1850.—,CHF 1450.—,3007,Chutzenstrasse 58,Bern,2015,"An ruhiger Wohnlage im Grünen vermieten wir diese schöne Wohnung, welche Ihnen folgenden Ausbaustandard bietet:Parkettboden im Wohn-/Esszimmer, Schlafzimmern und KorridorNovilonboden in der KüchePlattenboden im Badezimmerabgeschlossene KücheWandschränkeBalkonEstrich- und Kellerabteil inklusiveSie profitieren von einer ruhigen Wohnlage und der kurzen Entfernung zu Bern. Das Quartier hat seinen eigenen Charme und ist eine beliebte Wohngegend.Öffentliche Verkehrsmittel und Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe.Haben wir Ihr Interesse geweckt? Dann füllen Sie das Kontaktformular aus, um die Besichtigungsinformationen direkt per E-Mail zu erhalten.",False,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7093842
"4,5 Zimmer",109 m²,CHF 1900.—,CHF 1670.—,3400,Bernstrasse 145,Burgdorf,2011,"Diese wunderschöne, helle und moderne Wohnung bietet Ihnen folgende Annehmlichkeiten:Parkettboden in allen Wohnräumen (schwellenlos)Plattenboden in der Küche und BadezimmerKüche mit Granitabdeckung, Glaskeramikherd und GeschirrspülmaschineBadezimmer mit Badewanne und Fensterseparate Dusche mit WCpraktische EinbauschränkeReduitKeller-BalkonLiftEin Einstellplatz kann bei Bedarf in der Tiefgarage für CHF 130.- pro Monat dazu gemietet werden.Die Lage der Liegenschaft überzeugt durch folgende Eigenschaften:Shoppingmeile Lyssach in der NäheBushaltestelle der Buslinie 462 direkt vor der LiegenschaftAutobahnanschluss nach Bern und Zürich in 15 Minuten erreichbar.Haben wir Ihr Interesse geweckt? Dann füllen Sie die Kontaktanfrage aus um die Besichtigungsinformationen direkt per E-Mail zu erhalten.Wir freuen uns auf Ihre Kontaktaufnahme.*Bei den Bildern handelt es sich um Musterbilder, welche den Ausbaustandard der Wohnung zeigen.",False,True,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-burgdorf/7093841
3 Zimmer,60 m²,CHF 1590.—,CHF 1410.—,3073,Worbstrasse 220B,Gümligen,2021,"Mitten in Gümligen vermieten wir diese sanierte Wohnung in einem familiären Haus mit fünf Wohnungen.Was die Wohnung Ihnen bietet:Parkettboden in allen ZimmernPlattenboden in Küche und BadAbschliessbare Küche mit Fenster und eingebautem TischGranitabdeckung, Glaskeramikherd, Geschirrspüler etc.Bad mit Badewanne Lavabo und WCWohnzimmer mit Balkon gegen SüdostenHelles und ruhiges Schlafzimmer mit EinbauschrankDrittes Zimmer optimal geeignet als Büro, Gästezimmer oder KinderzimmerGrosser Gartensitzplatz mit Grillstelle zur MitbenutzungKeller und Estrichabteil für zusätzlichen StauraumWaschmaschine und Tumbler im Keller zur MitbenutzungKein LiftWas die Lage Ihnen bietet: An der zentrale aber dennoch ruhige Lage hat es alles, was es zum Leben braucht, in unmittelbarer Nähe.3 Minuten zu Fuss bis zum Bahnhof Gümligen2 Minuten zu Fuss bis zum Einkaufszentrum in GümligenAutobahnauffahrt Muri 1 km entferntNaherholungsgebiet Aare 2 km entferntZu der Wohnung kann kein Parkplatz gemietet werdenBei Fragen oder Interesse an einer Besichtigung stehen wir Ihnen gerne zur Verfügung und freuen uns auf Ihre Kontaktaufnahme.Sie werden begeistert sein!",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-guemligen/7093660
"4,5 Zimmer",No information,CHF 2848.—,CHF 2438.—,3600,Scheibenstrasse 27,Thun,No information,No information,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7090482
"5,5 Zimmer",160 m²,CHF 3150.—,CHF 2850.—,3303,Ischlag 7,Jegenstorf,2001,"Ihre Suche endet hier. Der Traum vom Einfamilienhaus mit Umschwung und Privatsphäre ist jetzt zum Greifen nahe!In einem ruhigen und sonnenverwöhnten Familienquartier vermieten wir ein grosszügiges 5½-Zimmer Doppel-Einfamilienhaus im Eigentumsstandard.Die Wohnsiedlung Ischlag ist verkehrsfrei und sehr familien- und kinderfreundlich angelegt. Der Spielplatz und die angrenzende Natur bieten viele Spiel- und Bewegungsmöglichkeiten für Kinder und Aktivitäten im Freien für jedermann.Erdgeschossedle und offene Küche mit Plattenboden und erstklassiger Geräteauswahl und Dampfgarerhelles Wohnzimmer mit Eichenparkettboden, Schwedenofen und direktem Zugang zum SitzplatzGarderobe im Eingangsbereich und GästetoiletteObergeschossgrosses Elternschlafzimmer und ein grosszügiges Schlafzimmer unterteilbar in 2 KinderzimmerBad mit Badewanne, separater Dusche, Doppellavabo und Toilette mit Keramikplattenhübscher Balkon vom Zimmer erreichbar mit WeitsichtKorridor mit Einbauschrank und SchiebetüreDachgeschosstraumhafter Dachraum/Schlafzimmer (45m2) mit Parkettboden und hoher Dachschrägegrosse Terrasse (offener Dacheinschnitt) mit BergsichtUntergeschossgrosse Waschküche mit Waschmaschinegrosser beheizter HobbyraumKellerraumAlle Räumlichkeiten werden mit einer individuell regulierbaren Bodenheizung beheizt. Ein Gemeinschaftsraum im Wohnquartier steht zur freien Benutzung.Ein Einstellhallenplatz kann für CHF 120.00/mt dazu gemietet werden.Haben wir Ihr Interesse geweckt? Gerne nehmen wir uns die Zeit und führen Sie bei einer Besichtigung durch das schöne Wohnobjekt.",True,False,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/doppel-einfamilienhaus-mieten-jegenstorf/7089415
"2,5 Zimmer",66 m²,CHF 1270.—,CHF 1070.—,3063,Jurastrasse 53,Ittigen,1986,"Per 01. Juli 2022 oder nach Vereinbarung vermieten wir eine helle, freundliche und grosszügige 2.5-Zimmerwohnung im 1. OG.hell, freundlich, grosszügigKorridor mit Garderobe + praktischem ReduitKüche und Bad mit PlattenbodenWohn-/Essbereich, Entrée, Wohn- und Schlafzimmer mit ParkettbodenKüche Platten, Geschirrspüler und GranitabdeckungBalkon mit AussichtLiftLage: in gepflegter und ruhiger Umgebung mit Quelle, Bachlauf, Brunnen, Biotop, Spielplätze / Kindergarten in Ueberbauung / Verkehrsmittel in nächster Nähe / Verbindung RBS Papiermühle-Bern in 10 Min.Autoeinstellhallenplatz kann für Fr. 95.-- mtl. dazugemietet werden.Bei diesen Fotos handelt es sich um Standard-Bilder, die genaue Bauweise muss vor Ort abgeklärt werden.Haben wir Ihr Interesse geweckt? Melden Sie sich bei uns für eine unverbindliche Besichtigung.",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ittigen/7088749
"4,5 Zimmer",138 m²,CHF 2370.—,CHF 2030.—,3063,Jurastrasse 43,Ittigen,1988,"Per 01. August oder nach Vereinbarung, vermieten wir eine grosszügige 4.5 Zimmer-Maisonette in Ittigen.Helle, freundliche und grosszügige Maisonette-Wohnung mit interner Treppe zur Galerie.Grosszügigem Balkon mit schöner Aussicht auf die Alpen und Parklandschaft.Wohn- und Essbereich mit Cheminée.Korridor, Wohn- und Essbereich, Schlafzimmer oben, beide Kinderzimmer unten mit Parkett, Galerie und Reduit mit Teppich.Dachneige mit Täferdecke.Küche mit Glaskeramikherd und Geschirrspüler.Bad/WC sowie Gäste-WC im unteren Stock, Dusche/WC sowie Reduit mit eigener Waschmaschine und Tumbler in der oberen Etage.Keller sowie Schlupfestrich in Galerie.Lift.Bei den Bildern handelt es sich um Standardfotos und können von diesem ausgeschriebenen Objekt in Bezug auf Grundriss etwas abweichen.Lage: in gepflegter und ruhiger Umgebung mit Quelle, Bachlauf, Brunnen und Biotop, Spielplatz, Kindergarten in Überbauung. Verkehrsmittel in nächster Nähe. Verbindung RBS Papiermühle-Bern in 10 Min. Autobahnanschluss Bern Wankdorf in wenigen Fahrminuten erreichbar.Autoeinstellhallenplatz kann für Fr. 95.-- mtl. dazugemietet werden.Haben wir Ihr Interesse geweckt? Melden Sie sich bei uns für eine unverbindliche Besichtigung.",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/duplex--maisonette-wohnung-mieten-ittigen/7088748
"3,5 Zimmer",84 m²,CHF 1700.—,CHF 1450.—,3063,Jurastrasse 71,Ittigen,1989,"Per 01. Juli 2022 oder nach Vereinbarung vermieten wir eine helle, freundliche und grosszügige 3.5-Zimmerwohnung.Korridor, Wohn- und Essbereich mit Parkettboden.Schlafzimmer mit Parkett.Küche mit Glaskeramik-Herd, Geschirrspüler und Granitabdeckung.Bad/WC mit FensterReduit, Lift, Keller.Lage: in gepflegter und ruhiger Umgebung mit Quelle, Bachlauf, Brunnen, Biotop, Spielplätze / Kindergarten in Ueberbauung / Verkehrsmittel in nächster Nähe / Verbindung RBS Papiermühle-Bern in 10 Min.Autoeinstellhallenplatz kann für Fr. 95.-- mtl. dazugemietet werden.Bei diesen Fotos handelt es sich um Standard-Bilder, die genaue Bauweise muss vor Ort abgeklärt werden.Haben wir Ihr Interesse geweckt? Melden Sie sich bei uns für eine unverbindliche Besichtigung.",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ittigen/7088746
"2,5 Zimmer",63 m²,CHF 1230.—,CHF 1040.—,3063,Jurastrasse 25,Ittigen,1985,"Wir vermieten per 01. Juli 2022 eine schöne und helle 2.5-Zimmerwohnung imOG.Wohnzimmer sowie Korridor mit ParkettbodenSchlafzimmer mit Parkett.Sonniger Balkon.Küche mit Platten und Kunstharzabdeckung.Bad/WC ohne Fenster.Garderobe mit Einbauschrank.Reduit.Lift.Kellerabteil.Bei den Bildern handelt es sich um Standardfotos und können von der inserierten Wohnung abweichen.Lage: in gepflegter und ruhiger Umgebung / mit Brunnen, Biotop, Spielplätze / Kindergarten in Ueberbauung / Verkehrsmittel in nächster Nähe / Verbindung RBS Papiermühle-Bern in 10 Min.Autoeinstellhallenplatz kann für Fr. 95.-- mtl. dazugemietet werden.Haben wir Ihr Interesse geweckt? Melden Sie sich bei uns für eine unverbindliche Besichtigung.",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ittigen/7088745
"2,5 Zimmer",87 m²,CHF 1560.—,CHF 1290.—,3063,Jurastrasse 53,Ittigen,1986,"Per 01. Juni 2022 vermieten wir eine helle, freundliche und grosszügige 2.5 Maisonette-Wohnung.schöne, helle, grosszügige Galeriewohnung auf 2 Etageninterne Treppe zur GalerieKorridor mit Garderobe und EinbauschränkenKüche mit Geschirrspüler, Glaskeramik und Granitabdeckung.praktisches ReduitBalkon mit schöner AussichtEntrée, Wohn-/Esszimmer sowie Schlafzimmer mit ParkettbodenGalerie neu mit Parkettboden (aktuell mit Teppichboden)Dachneige mit TäferdeckeBad/WC in der unteren EtageSchlupfestrich auf GalerieLiftKellerabteilLage: in gepflegter und ruhiger Umgebung / mit Brunnen, Biotop, Spielplätze / Kindergarten in Ueberbauung / Verkehrsmittel in nächster Nähe / Verbindung RBS Papiermühle-Bern in 10 Min.Autoeinstellhallenplatz kann für Fr. 95.- monatlich dazugemietet werden.Bei diesen Bildern handelt es sich um Standardfotos, Abweichungen zum effektiven Ausbau sind möglich.Sind Sie interessiert? Dann vereinbaren Sie noch heute Ihren Besichtigungstermin.",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/duplex--maisonette-wohnung-mieten-ittigen/7088744
1 Zimmer,35 m²,CHF 1060.—,CHF 950.—,3600,Länggasse 9D,Thun,2021,Wir vermieten ab dem 1. September 2022 eine charmante 1-Zimmerwohnung an der Länggasse 9D in Thun.Diese Wohnung verfügt über folgende Vorzüge:Frisch sanierte KücheModernes Badezimmer mit Dusche und FensterKorridor und Wohn-/Schlafzimmer: ParkettbodenBadezimmer und Küche: PlattenbodenMehrere Wandschränkegrosszügiges KellerabteilBalkonParkplatz: CHF 70.00 / MonatDas Zentrum von Thun sowie der Bahnhof sind in wenigen Gehminuten erreichbar.Wir freuen uns auf Ihre Kontaktaufnahme.,True,False,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7087668
"4,5 Zimmer",102 m²,CHF 1830.—,CHF 1570.—,3110,Belpbergstrasse 32C,Münsingen,1996,Suchen Sie eine attraktive Familienwohnung im schönen Münsingen mit Bergsicht? Dann haben wir genau das Richtige für Sie.Grosse offene Küche mit Glaskeramik und GeschirrspülerHelle EsseckeParkett und Lino-BödenBad mit Badewanne und WCSep. WC mit DuschwanneKleines Reduit2 BalkoneEinbauschränkeParkmöglichkeiten:Bei Bedarf können ein oder mehrere Einstellplätze à CHF 115.00/Monat oder ein Abstellplatz à CHF 40.00/Monat dazu gemietet werden.Wir freuen uns auf Ihre Anfrage!,True,True,True,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-muensingen/7086998
"3,5 Zimmer",84 m²,CHF 1940.—,CHF 1730.—,2542,Sonnenhofstrasse 23,Pieterlen,2018,"Wir vermieten an der Sonnenhofstrasse 23 in Pieterlen eine attraktive 3.5-Attika-Zimmerwohnung mit Schwedenofen!Die Wohnung bietet folgende Ausstattung im Eigentumsstandard:ein grosses Wohn-/Esszimmer und integrierter Küche mit über 40 m2 Wohnflächedie Küche überzeugt mit hochwertigen Materialien, einer Kochinsel mit integrierten Dampfabzug im Glaskeramikherd sowie SteamerWohn-, Esszimmer und Entrée mit grossformatigen Platten in SteinoptikSchlafzimmer mit Eichenparkett, matt versiegeltdas Badezimmer ist mit Badewanne ausgestattet und ist direkt an ein Schlafzimmer angeschlosseneine zweite Nasszelle mit Regendusche, WC und Waschturm bietet grossen Komfortökologisches Wohnen dank Wärmepumpen mit Erdsonden und Photovoltaikder persönliche Keller sowie die grosse Einstellhalle runden das attraktive Angebot ab.Die Fotos sind zum Teil von einer typengleichen Wohnung.Haben wir Ihr Interesse geweckt? Gerne geben wir Ihnen weitere Auskünfte. Wir freuen uns auf Ihren Anruf oder Ihre E-Mail!",True,True,True,False,True,True,False,True,True,https://www.immoscout24.ch/de/d/attikawohnung-mieten-pieterlen/7086776
"2,5 Zimmer",67 m²,CHF 1590.—,CHF 1480.—,2503,Seelandweg 17,Biel/Bienne,2021,"-- Deutscher Text unten --La nouvelle Maison Climat est construite à deux pas de la gare de Bienne.Nous louons dans le bâtiment à bilan énergétique positif certifié (Minergie-A) desappartements de 2.5 pièces du 1er étage au 3ème étageAppartement:Cuisine produite en Suisse avec plan de travail en granitParquet en bois de chêne massif huiléDouche à l'italienne avec paroi latérale en verreWC-douche AquacleanTour de lavage avec lave-linge et sèche-lingeLoggia (toit), balcon (1er + 2ème étage)Technique / Construction :Appareils à haut rendement énergétiqueUn système d’aération douce par appartementFenêtres en bois-métal à triple vitrage isolantChauffage au sol, utilisation comme système de refroidissement en étéProduction de chaleur avec pompe à chaleur géothermiqueEn outre:Aire de jeux pour enfants, 3 zones de détenteAbris pour vélos gratuit et motos à louerPlaces de parc souterraines à louer avec et sans connexion de recharge électriquePour plus d'informations, visitez la page d'accueil : maison-climat.chLes photos sont des visualisations d'un appartement modèle.Avons-nous suscité votre intérêt ? Nous sommes impatients d'avoir de vos nouvelles!Einen Katzensprung vom Bahnhof Biel entfernt, entsteht das neue Maison Climat.Im zertifizierten Plusenergiegebäude (Minergie A) vermieten wir2.5-Zimmerwohnungen vom 1. bis 3. OGWohnung:Schweizer Einzeilenküche mit GranitabdeckungWohnbereiche schwellenfrei mit geöltem Vollholz- EichenparkettWalk-in Dusche mit freistehender Seitenwand aus GlasDusch-WC AquacleanWaschturm mit Waschmaschine und WäschetrocknerLoggia (Dachgeschoss), Balkon (1.+2.OG)Technisches / Bau:Energieeffiziente GeräteKomfortlüftung, jede Wohnung mit eigenem LüftungssystemFenster mit 3-fach IsolierverglasungBodenheizung, im Sommer Einsatz als KühlsystemWärmeerzeugung mit Erdsonden-WärmepumpeZudem:Kinderspielplatz, 3 Sitzplätze als BegegnungszoneGedeckte Velo- und zumietbare MotorradabstellplätzeZumietbare Einstellhallenplätze mit und ohne E-MobilitätWeitere Informationen finden Sie auf der Homepage: maison-climat.chDie Bilder sind Visualisierungen einer Musterwohnung.Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme!",True,False,False,False,True,False,True,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7086730
